"FMID","MarketName","street","city","County","State","zip","Credit","WIC","WICcash","SFMNP","SNAP","Organic","Bakedgoods","Cheese","Crafts","Flowers","Eggs","Seafood","Herbs","Vegetables","Honey","Jams","Maple","Meat","Nursery","Nuts","Plants","Poultry","Prepared","Soap","Trees","Wine","Coffee","Beans","Fruits","Grains","Juices","Mushrooms","PetFood","Tofu","WildHarvested","lon","lat"
1020196,"Beverly Hills Farmers Market","9300 Civic Center Dr","Beverly Hills ","Los Angeles","California","90210","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","N",-118.398746,34.073685
1019765,"Bexley Farmers Market","E Main St and S Dawson Ave","Bexley","Franklin","Ohio","43209","Y","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","N","N","N","Y","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N",-82.935745,39.957135
1005949,"Big Bear Farmers Market","42900 Big Bear Blvd","City of Big Bear Lake","San Bernardino","California","92315","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","N","N",-116.866714,34.260803
1019338,"Big Lake Farmers Market","101 Lakeshore Drive","Big Lake","Sherburne","Minnesota","55309","Y","N","N","N","Y",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","Y",-93.758167,45.333773
1019339,"Big Lake Winter Farmers Market","311 Lake Street South","Big Lake","Sherburne","Minnesota","55309","Y","N","N","N","Y",NA,"Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","Y",-93.747475,45.329205
1019591,"Billerica Farmers Market","25 Concord Road","Billerica","Middlesex","Massachusetts","1821","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N","N","Y","N","Y","Y","N","Y","Y","N","Y","N","N","N","N","N","N",-71.269999,42.557646
1011037,"BisMarket","","Bismarck","Burleigh","North Dakota","58501","Y","N","N","N","Y",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","Y","Y","N","Y","N","N","N","Y","N","N",-100.796471,46.803081
1012163,"Blairstown Farmers' Market","5 Stillwater Road","Blairstown","Warren","New Jersey","7825","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","Y","N","N","N",-74.955689,40.982893
1011829,"Bloomfield Saturday Market","5050 Liberty Ave","Pittsburgh","Allegheny","Pennsylvania","15224","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","Y",-79.944435,40.459005
1018396,"Bloomington Community Farmers' Market","401 N MortonSt","Bloomington, IN ","Monroe","Indiana","47404","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","N","Y",-86.5369425,39.1703084
1018563,"Bloomington Winter Farmers' Market","909 E. 2nd St.","Bloomington","Monroe","Indiana","47401","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y",-86.521677,39.161531
1019932,"Blue Ash Farmers Market","4335 Glendale Milford Road","Blue Ash","Butler","Ohio","45242","Y","N","N","N","N",NA,"Y","N","Y","Y","N","N","N","Y","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N",-84.389892,39.251798
1020098,"Bluegrass Farmers Market, Inc","1837 Plaudit Place","Lexington ","Fayette","Kentucky","40509","Y","Y","N","Y","N",NA,"Y","N","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N",-84.418747,38.014875
1019372,"Bluffton Farmers Market","102 S Main St","Bluffton","Allen","Ohio","45817","Y","N","N","Y","N","Y","Y","N","N","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","N","N","N",-83.892721,40.893082
1019440,"Bluffton Farmers' & Artisans' Market","360 N Main St","Bluffton","Wells","Indiana","46714","Y","N","N","N","N",NA,"Y","N","Y","Y","Y","N","N","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-85.172111,40.743479
1018092,"BMI Farmers' Market","1415 Key Highway","Baltimore","Baltimore City","Maryland","21230","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","N","N","N","Y","Y","Y","N","Y","Y","N","Y","N","N","N","N","N","N",-76.601326,39.273864
1018313,"Boise Farmers Market","10TH & GROVE  - SUMMER MARKET","Boise City","Ada","Idaho","83702","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","N","Y",-116.444084,43.532957
1018316,"BOISE FARMERS MARKET","516 S. 8th Street","Boise City","Ada","Idaho","83702","Y","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","N","Y",-116.19193,43.60798
1020101,"Boone County Farmers Market","1961 Burlington Pike","Burlington","Boone","Kentucky","41005","Y","Y","N","N","N","Y","Y","N","N","Y","Y","N","N","Y","Y","Y","N","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","N","N",-84.721563,39.022231
1006833,"Boone Farmers Market Association","7th and Story Street","Boone","Boone","Iowa","50036","Y","Y","Y","Y","Y",NA,"Y","N","Y","N","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","N","Y","N","N","Y","N","N","Y","N","N","N",-93.879688,42.062726
1019318,"Boonville Farmers Market Inc","1931 Boone Village Shopping Center","Boonville","Cooper","Missouri","65233","Y","N","N","N","N",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","N","N","N","N","Y","N","N","Y","N","N","N",-92.741591,38.955643
1019693,"Botetourt Farmer's Market ","90 Town Center St","Daleville","Botetourt","Virginia","24083","Y","N","N","N","N",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","Y","N","N","Y",-79.912646,37.417795
1018394,"Bottineau Farmers Market","6th Street and Main Street","Bottineau","Bottineau","North Dakota","58318","Y","N","N","N","N","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","Y","N","N","Y","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N",-100.4459433,48.8262788
1019165,"Bowie Farmers' Market","15200 Annapolis Road ","Bowie","Prince George's","Maryland","20715","Y","Y","N","N","N",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","Y","N","N",-76.741902,38.97832
1020096,"Boyd County Farmers Market - King's Daughters Medical Center","2420 Center Street","Catlettsburg","Boyd","Kentucky","41129","Y","Y","N","Y","N","N","Y","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","Y","N","N","N",-82.630489,38.470783
1020099,"Boyd County Farmers Market - KYOVA Mall ","10699 US-60","Ashland","Boyd","Kentucky","41102","Y","Y","N","Y","N","N","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","Y","N","N","N",-82.712555,38.400138
1019205,"Boyne City Farmers Market","319 N. Lake St","Boyne City","Charlevoix","Michigan","49712","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y",-85.015378,45.21685
1018227,"Braintree Farmers Market","1 JFK Memorial Dr","Braintree  ","Norfolk","Massachusetts","2184","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","Y","N","Y","N","N",-71.004927,42.206437
1002407,"Brattleboro Area Farmers' Market","570 Western Ave.","Brattleboro","Windham","Vermont","5301","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","Y",-72.58407,42.8499
1011075,"Brattleboro WInter Farmers' Market","80 Flat St.","Brattleboro ","Windham","Vermont","5301","Y","N","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","Y",-72.560166,42.850844
1020113,"Breathitt County Farmers' Market","3215 Quicksand Road","Jackson","Breathitt","Kentucky","41339","Y","N","N","Y","N",NA,"Y","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","N","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-83.348327,37.535327
1018556,"Bremerton Farmers Market","1400 Park Ave","Bremerton","Kitsap","Washington","98337","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","N","N","N","N",-122.628866,47.574253
1019146,"Bridgewater Farmer's Market","1 Vogt Drive","Bridgewater","Somerset","New Jersey","8807","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","Y","Y","N","N","N","N","N",-74.607976,40.588552
1018756,"Brigham City Farmers Market","20 N Main Street","Brigham City","Box Elder","Utah","84302","Y","N","N","N","Y",NA,"Y","Y","Y","N","Y","N","Y","Y","Y","Y","N","Y","N","Y","N","N","Y","Y","Y","N","Y","Y","Y","N","N","N","N","N","N",-112.015057,41.510773
1005483,"Brimfield at Hitchcock Free Academy","Hitchcock Free Academy, a community center parking lot, at  2 Brookfield Rd.","Brimfield","Hampden","Massachusetts","1010","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","N","N","Y","N","N","Y","N","N","N",-72.199901,42.122751
1019905,"Broad St. Farmers Market","807 Broad St.","Providence","Providence","Rhode Island","2907","Y","Y","Y","Y","Y",NA,"N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-71.41892,41.801869
1019257,"Broadway Farmers Market","161 S Main St","Broadway","Rockingham","Virginia","22815","Y","N","N","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","Y","N","N",-78.799904,38.611375
1019984,"Brockton Farmers Market","45 School St","Brockton","Plymouth","Massachusetts","2301","Y","N","Y","Y","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-71.018866,42.082799
1019794,"Bronzeville Growers Market","925 E. Mt. Vernon Avenue","Columbus ","Franklin","Ohio","43203","Y","N","N","N","N",NA,"Y","N","Y","N","N","N","Y","Y","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","Y","N","N","Y","N","N","N",-82.976997,39.97139
1019527,"BROOKINGS HARBOR FARMERS MARKET","15786 HWY 101 SOUTH","Brookings ","Curry","Oregon","97415","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y",-124.244963,42.037301
1021210,"Brookline Farmers' Market","Centre Street West PArking Lot","Brookline","Norfolk","Massachusetts","2446","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","N","Y","N","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","Y","N","N","N",-71.123782,42.34219
1018891,"Brooksville Farmers' Market","15487 Citrus Way","Brooksville","Hernando","Florida","34614","Y","N","N","Y","Y",NA,"Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","Y","N","N","N","Y","N","N","N","N","Y","N",-82.449304,28.654639
1019906,"Brown University Farmers Market","201 Thayer St","Providence","Providence","Rhode Island","2906","Y","Y","Y","Y","Y",NA,"Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","N","N","N","N","N","Y","N","N","N","Y","Y","Y","N","N","N","N","Y","N",-71.400031,41.826418
1019727,"Brownsburg Farmers Market","61 N. Green Street","Brownsburg","Hendricks","Indiana","46112","Y","Y","N","Y","Y",NA,"Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","N","N","Y","Y","Y","N","Y","N","Y","N","N","N","Y","N","N",-86.396445,39.844272
1017968,"Bruce Community Farmers Market","Corner of Hwy 8 and N Alvey Street","Bruce","Rusk","Wisconsin","54819","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y",-91.2746971,45.4551101
1008607,"Brunswick-Topsham Land Trust Farmers' Market at Crystal Spring Farm","277 Pleasant Hill Rd","Brunswick","Cumberland","Maine","4011","Y","N","N","N","Y",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","Y","N","N","Y",-69.995923,43.890786
1019218,"Buckroe Beach Farmers Market","100 N. First Street","Hampton","Hampton","Virginia","23664","Y","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","Y","Y","N","Y","N","Y","N","N",-76.291807,37.041273
1008953,"Bucksport Bay Farmers' Market","99 Main Street","Bucksport ","Hancock","Maine","4416","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","Y","N","N","N",-68.796497,44.572636
1000843,"Burbank Certified Farmers' Market","150 N. Third Street Burbank, CA 91502","Burbank","Los Angeles","California","91502","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","Y","N","N","N",-118.3079771,34.1828004
1019492,"Burke ","5671 Roberts Parkway","Burke","Fairfax","Virginia","22015","Y","N","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","N","N","N","Y","N","Y","N","Y","N","Y","N","N",-77.263568,38.776991
1019965,"Burlington Farmers Market","345 Pine Street","Burlington","Chittenden","Vermont","5401","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y",-73.215415,44.46973
1019799,"Burrillville Farmers Market","75 Tinkham Lane","Harrisville ","Providence","Rhode Island","2830","Y","Y","Y","Y","Y",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","N","Y",-71.677124,41.967496
1002567,"Butler County Farmers Market, Greenville, AL","701 Cedar","Greenville","Butler","Alabama","36037","Y","N","N","Y","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","N","N","N","N",-86.617709,31.830281
1001362,"Butte Farmers Market","Uptown Butte","Butte","Silver Bow","Montana","59701","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","N","Y","N","Y",-112.5364,46.01269
1020089,"Cadiz/Trigg County Farmers Market","7 0 Main Street","Cadiz, KY","Trigg","Kentucky","42211","Y","Y","N","Y","N",NA,"Y","N","N","Y","Y","N","N","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-87.835998,36.862889
1004927,"Cagan Crossings Farmers' Market","600 Cagan Park Ave.","Clermont","Lake","Florida","34714","Y","N","N","N","N",NA,"Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","Y","Y","N","N","Y","N","Y","N","Y","N","Y","N","N",-81.678425,28.355644
1019922,"CalaverasGROWN Certified Farmers' Market San Andreas","891 Mountain Ranch Road","San Andreas","Calaveras","California","95249","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","Y","Y","Y","Y","N","Y","N","N","N","N","N","N",-120.667822,38.191243
1019978,"CalaverasGROWN Murphys Certified Farmers' Market ","505 S. Algiers St. ","Murphys","Calaveras","California","95247","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","Y","N","N","N","Y","N","N","N","N","N","N",-120.463811,38.13686
1018262,"Caledonia Farmers Market Association - Saturday","Pearl St","St. Johnsbury ","Caledonia","Vermont","5819","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y",-72.016637,44.416902
1018263,"Caledonia Farmers Market Association - Winter","Depot Square","St. Johnsbury","Caledonia","Vermont","5819","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","N","N",-72.015393,44.417208
1019980,"Caledonia Outdoor Market","3920 N Greenbay Rd","Caledonia","Racine","Wisconsin","53404","Y","Y","Y","Y","N",NA,"Y","N","Y","Y","N","N","N","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-87.822883,42.769605
1020188,"California Avenue Farmers' Market","California Avenue, at El Camino","Palo Alto","Santa Clara","California","94306","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y",-122.13255,37.46778
1018459,"California Farmers Market","22810 Three Notch Road","California","St. Mary's","Maryland","20619","Y","Y","N","N","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","N","N","N","N","N","N",-76.499596,38.294524
1019997,"Camarillo Hospice Certified Farmers Market","2220 Ventura Blvd.","Camarillo ","Ventura","California","93010","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","Y","N","N","N","Y","N","N",-119.041574,34.216518
1020160,"Cambria Farmers Market","1000 Main Street","Cambria","San Luis Obispo","California","93428","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","N","N",-121.096629,35.564323
1020183,"Cambrian Park Farmers' Market","Camden Avenue and Union Avenue","San Jose","Santa Clara","California","95124","Y","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","N",-121.819306,37.296867
1020117,"Campbell County Farmers Market Association","7634 Alexandria Pike","Alexandria ","Campbell","Kentucky","41001","Y","Y","N","Y","N",NA,"Y","N","N","N","N","N","Y","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-84.392139,38.97801
1020118,"Campbell County Farmers Market Association","3504 Alexandria Pike","Highland Heights ","Campbell","Kentucky","41075","Y","Y","N","Y","N",NA,"Y","N","N","Y","Y","N","Y","Y","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","Y","Y","N","N","N","N","N",-84.451866,39.028829
1020119,"Campbell County Farmers Market Association","709 Monmouth St","Newport ","Campbell","Kentucky","41071","Y","Y","N","Y","N",NA,"Y","N","N","Y","Y","N","Y","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-84.491761,39.090164
1020184,"Campbell Farmers' Market","Campbell Avenue & Central Avenue","Campbell","Santa Clara","California","95008","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y",-121.954352,37.280232
1009034,"Canal District Farmers Market ","200 Harding Street","Worcester","Worcester","Massachusetts","1604","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","N","Y",-71.797436,42.256235
1019810,"Canal Market District","36 East Canal Street","Newark","Licking","Ohio","43055","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","N","Y",-82.401032,40.056586
1021202,"Canal Village Farmers' Market","127 West Center Street","Medina","Orleans","New York","14103","Y","Y","N","Y","Y","N","Y","N","Y","N","Y","N","Y","Y","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","N","N","N","N",-78.388368,43.220102
1012038,"Canoga Park Certified Farmers Market","7248 Owensmouth st","canoga park","Los Angeles","California","91303","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","N",-118.601612,34.203746
1019772,"Canton Farmers Market","500 North Ridge Road","Canton","Wayne","Michigan","48188","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","N","N",-83.533591,42.308841
1018068,"Cape Coral Farmers' Market","SE 47th Terr & SE 10th Pl","Cape Coral ","Lee","Florida","33904","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","Y",-81.952514,26.563733
1005285,"Cape Riverfront Market","35 S. Spanish St.","Cape Girardeau","Cape Girardeau","Missouri","63701","Y","N","N","N","N",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","N","N",-89.519874,37.302699
1011930,"Capital City Farmers Market","126 West Loockerman Street (Loockerman Way Plaza)","Dover","Kent","Delaware","19904","Y","Y","N","Y","Y",NA,"Y","N","Y","Y","Y","N","Y","Y","N","Y","N","N","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-75.5262294,39.1576541
